# uniform1 uniform2 gaussian1 gaussian2
  0.776929 0.442041 1.541208 1.581692
  0.593627 0.344136 1.134590 -1.460729
  0.801756 0.858672 -0.636440 1.061748
  0.131686 0.046375 0.977873 0.260953
  0.285152 0.843867 0.117271 1.336300
  0.079399 0.851398 -0.123885 -2.794923
  0.880827 0.977295 -0.889558 0.339122
  0.004344 0.212739 0.023949 1.315371
  0.178614 0.721840 1.188692 0.010119
  0.761305 0.773893 -0.260629 -0.768929
  0.014446 0.606442 -1.496522 -0.696952
  0.015543 0.027857 -1.328230 -0.705036
  0.101811 0.644116 0.522123 -0.649176
  0.128141 0.268890 -0.687931 -1.408513
  0.632684 0.996935 -0.224209 -0.629798
  0.518346 0.077682 -0.285538 -1.131217
  0.972823 0.248159 0.217665 -0.145031
  0.814968 0.288241 1.429592 0.847576
  0.916293 0.905695 0.408407 1.206892
  0.659796 0.285455 -0.477405 -1.262223
  0.924518 0.676892 -0.643749 0.802413
  0.443762 0.477274 -0.817928 1.095834
  0.171014 0.523151 -0.654638 0.849573
  0.679686 0.845828 -0.542355 0.415905
  0.277125 0.080853 0.269707 0.063294
  0.338933 0.053927 -0.331863 1.042726
  0.436251 0.249858 -0.831827 -0.561264
  0.152641 0.346326 -0.559451 -0.756948
  0.066745 0.549897 1.653001 -0.705025
  0.967430 0.538007 -0.395624 1.204296
  0.421175 0.390092 0.844914 -1.248120
  0.293140 0.148288 3.284978 1.814825
  0.408267 0.929189 1.397254 -1.290058
  0.555965 0.580018 0.307894 0.493905
  0.397808 0.720425 -1.981268 -1.410614
  0.848572 0.675617 -0.898150 -0.515252
  0.216373 0.066536 -1.948258 -0.002111
  0.618282 0.909060 -1.171170 1.595044
  0.067604 0.448107 -1.225598 -0.152926
  0.510369 0.998077 0.324435 -0.285928
  0.100113 0.461476 -1.297264 0.380535
  0.523070 0.693566 -1.304375 -0.549305
  0.390524 0.209089 0.983518 -0.734491
  0.989893 0.864613 0.672317 -1.661012
  0.001670 0.003363 -0.489905 0.675988
  0.147168 0.409546 0.316817 -1.204636
  0.967028 0.035594 -2.234898 -0.161554
  0.449423 0.643381 -0.568906 -1.314748
  0.695128 0.469768 -0.213105 0.079166
  0.937815 0.048075 -1.227116 -0.574461
  0.391186 0.376810 -1.559585 0.039767
  0.249485 0.976361 0.320980 0.687226
  0.349854 0.209648 1.368240 -2.016775
  0.562440 0.091591 2.055179 0.321585
  0.643256 0.487789 0.531895 -0.623540
  0.149209 0.840271 -2.171015 1.437421
  0.196736 0.954991 0.335159 -1.391946
  0.911741 0.904406 -1.192014 1.028109
  0.838739 0.067165 2.012388 0.552182
  0.781243 0.627712 -0.884256 -0.280410
